"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.2,90,110,"TT",18.4939888539143
0.2,90,110,"TT",18.1053910507332
0.2,90,110,"TT",19.2930906579874
0.2,90,110,"TT",18.4413793530978
0.2,90,110,"TT",18.5190867768468
0.2,90,110,"TT",20.4958776406559
0.2,90,110,"TT",18.4694797503467
0.2,90,110,"TT",20.9393522603833
0.2,90,110,"TT",20.3494453427961
0.2,90,110,"TT",19.8278688760104
0.2,90,110,"TT",19.1941769429027
0.2,90,110,"TT",19.445468355147
0.2,90,110,"TT",19.4678514633026
0.2,90,110,"TT",22.2511774804084
0.2,90,110,"TT",18.5207934376421
0.2,90,110,"TT",16.8712167779913
0.2,90,110,"TT",19.6837423942107
0.2,90,110,"TT",19.7927202292392
0.2,90,110,"TT",17.4431121448908
0.2,90,110,"TT",17.1553903565722
0.2,90,110,"TT",18.5663783738141
0.2,90,110,"TT",18.8869120669814
0.2,90,110,"TT",19.6136449792719
0.2,90,110,"TT",18.4759470161396
0.2,90,110,"TT",17.1878553441839
0.2,90,110,"TT",18.1649620873152
0.2,90,110,"TT",18.8819771035439
0.2,90,110,"TT",19.3933751371958
0.2,90,110,"TT",18.1158687247081
0.2,90,110,"TT",18.8881799413146
0.2,90,110,"TT",18.8030033814736
0.2,90,110,"TT",17.8606190898852
0.2,90,110,"TT",19.2279707196858
0.2,90,110,"TT",18.4471045370093
0.2,90,110,"TT",20.091819463638
0.2,90,110,"TT",19.6535364313878
0.2,90,110,"TT",20.7152247418615
0.2,90,110,"TT",19.3733816912009
0.2,90,110,"TT",19.146538475344
0.2,90,110,"TT",19.02185017764
0.2,90,110,"TT",20.2421830089369
0.2,90,110,"TT",19.5707130015927
0.2,90,110,"TT",18.1928194336963
0.2,90,110,"TT",17.9085406201024
0.2,90,110,"TT",18.0782691444703
0.2,90,110,"TT",18.7860767392442
0.2,90,110,"TT",19.4523598059331
0.2,90,110,"TT",18.6436821728003
0.2,90,110,"TT",19.2312307469616
0.2,90,110,"TT",19.3640955537319
0.2,90,110,"TT",19.7311018592481
0.2,90,110,"TT",20.8993967420227
0.2,90,110,"TT",19.7252228566623
0.2,90,110,"TT",20.3684597968634
0.2,90,110,"TT",19.6577767804263
0.2,90,110,"TT",19.3166815149585
0.2,90,110,"TT",18.5904071247241
0.2,90,110,"TT",19.0105180968983
0.2,90,110,"TT",18.6148544287619
0.2,90,110,"TT",19.3014607660569
0.2,90,110,"TT",19.1611798971143
0.2,90,110,"TT",18.9848216005986
0.2,90,110,"TT",18.6670635637133
0.2,90,110,"TT",18.0918936860431
0.2,90,110,"TT",19.8836463268447
0.2,90,110,"TT",18.1450097595799
0.2,90,110,"TT",17.9201846489764
0.2,90,110,"TT",19.2040935041493
0.2,90,110,"TT",18.35612992287
0.2,90,110,"TT",17.7489317054701
0.2,90,110,"TT",19.6533849197137
0.2,90,110,"TT",20.9811452476028
0.2,90,110,"TT",19.5592589627004
0.2,90,110,"TT",20.4680927074941
0.2,90,110,"TT",20.2879090645189
0.2,90,110,"TT",18.1072960481991
0.2,90,110,"TT",18.1628779907189
0.2,90,110,"TT",20.3405080173961
0.2,90,110,"TT",19.2944649885253
0.2,90,110,"TT",20.2589369677323
0.2,90,110,"TT",17.4189138568598
0.2,90,110,"TT",21.1878472442856
0.2,90,110,"TT",20.3544077818969
0.2,90,110,"TT",19.1910128442108
0.2,90,110,"TT",18.9381776224404
0.2,90,110,"TT",18.5114185536871
0.2,90,110,"TT",19.7608744603678
0.2,90,110,"TT",18.3046336846358
0.2,90,110,"TT",19.3779514614671
0.2,90,110,"TT",19.7198949178709
0.2,90,110,"TT",18.5267129919589
0.2,90,110,"TT",20.3812978411932
0.2,90,110,"TT",17.8413250944434
0.2,90,110,"TT",19.0336672412798
0.2,90,110,"TT",18.8630694092703
0.2,90,110,"TT",19.6347798710785
0.2,90,110,"TT",19.9583890338715
0.2,90,110,"TT",17.9742838408205
0.2,90,110,"TT",19.8344268240857
0.2,90,110,"TT",19.6213320910355
