"Match.Score","Prev.Length","Tile.Size","Prev.Type","Browse.Time"
80,120,0.2,"TT",18.1963017141197
100,120,0.2,"TT",21.1706359068826
80,100,0.2,"TT",16.9461443017707
100,100,0.2,"TT",18.8334812976978
90,110,0.2,"TT",19.5902806397744
80,120,0.2,"TT",18.9635632734421
100,120,0.2,"TT",20.7988018645591
80,100,0.2,"TT",16.7680368167547
100,100,0.2,"TT",20.0256887684738
90,110,0.2,"TT",19.5113031642208
80,120,0.2,"TT",20.3032402983953
100,120,0.2,"TT",20.5149853630222
80,100,0.2,"TT",15.3033423169371
100,100,0.2,"TT",19.8563279658422
90,110,0.2,"TT",19.2330779513264
80,120,0.2,"TT",17.7948699301186
100,120,0.2,"TT",18.3191666831238
80,100,0.2,"TT",16.7340971106885
100,100,0.2,"TT",19.9631513652059
90,110,0.2,"TT",18.9379486394264
80,120,0.2,"TT",20.104313266177
100,120,0.2,"TT",20.1088135785843
80,100,0.2,"TT",15.6831022174986
100,100,0.2,"TT",18.9121446504403
90,110,0.2,"TT",20.5617724812029
80,120,0.2,"TT",21.1910621936258
100,120,0.2,"TT",18.3823724296726
80,100,0.2,"TT",17.0929399187381
100,100,0.2,"TT",19.2314395097482
90,110,0.2,"TT",17.491920950703
80,120,0.2,"TT",20.3987332130136
100,120,0.2,"TT",20.9564682773219
80,100,0.2,"TT",16.4869468459434
100,100,0.2,"TT",19.1830578640045
90,110,0.2,"TT",19.5172015577841
80,120,0.2,"TT",20.5646982304345
100,120,0.2,"TT",18.7006287210112
80,100,0.2,"TT",15.5794874505945
100,100,0.2,"TT",20.3225332698378
90,110,0.2,"TT",18.3698489806846
80,120,0.2,"TT",17.8077259678964
100,120,0.2,"TT",20.3211455355825
80,100,0.2,"TT",15.2224935961987
100,100,0.2,"TT",19.4269080616977
90,110,0.2,"TT",19.2473584076231
80,120,0.2,"TT",19.0824091501309
100,120,0.2,"TT",21.4803369695614
80,100,0.2,"TT",15.9974700118676
100,100,0.2,"TT",19.0433951712991
90,110,0.2,"TT",19.40140343951
80,120,0.2,"TT",18.8835715736961
100,120,0.2,"TT",20.8473963119139
80,100,0.2,"TT",17.8005439257321
100,100,0.2,"TT",18.554320173197
90,110,0.2,"TT",20.4625882762799
80,120,0.2,"TT",17.2229329747242
100,120,0.2,"TT",19.1305995664921
80,100,0.2,"TT",15.2775797724232
100,100,0.2,"TT",20.3680060396199
90,110,0.2,"TT",16.4247124161772
80,120,0.2,"TT",19.7487018728194
100,120,0.2,"TT",18.7625322334303
80,100,0.2,"TT",15.8676446593231
100,100,0.2,"TT",20.4569992495662
90,110,0.2,"TT",18.9090518810274
80,120,0.2,"TT",17.5973641728272
100,120,0.2,"TT",17.5309017522493
80,100,0.2,"TT",16.8282154038405
100,100,0.2,"TT",20.1586134883963
90,110,0.2,"TT",18.9888927747028
80,120,0.2,"TT",18.8794221569061
100,120,0.2,"TT",19.6527331893713
80,100,0.2,"TT",14.459016731423
100,100,0.2,"TT",16.4834265507166
90,110,0.2,"TT",20.8595541380251
80,120,0.2,"TT",20.9254606040983
100,120,0.2,"TT",19.7248468162717
80,100,0.2,"TT",16.0628776652671
100,100,0.2,"TT",19.0540616286349
90,110,0.2,"TT",19.4426878049752
80,120,0.2,"TT",18.1765543509117
100,120,0.2,"TT",19.657076114663
80,100,0.2,"TT",15.2615274766261
100,100,0.2,"TT",18.9150492636838
90,110,0.2,"TT",19.0513099909036
80,120,0.2,"TT",17.294501500236
100,120,0.2,"TT",19.4951340795373
80,100,0.2,"TT",15.3784295521757
100,100,0.2,"TT",19.0014715480151
90,110,0.2,"TT",17.1858456324164
80,120,0.2,"TT",19.1729273004952
100,120,0.2,"TT",20.2856151060964
80,100,0.2,"TT",16.065895967765
100,100,0.2,"TT",19.2628904067838
90,110,0.2,"TT",17.4883702245461
80,120,0.2,"TT",19.8071418524119
100,120,0.2,"TT",20.5430875340201
80,100,0.2,"TT",16.2529890809545
100,100,0.2,"TT",20.1904458753159
90,110,0.2,"TT",20.1334935922217
80,120,0.2,"TT",16.9659189988347
100,120,0.2,"TT",20.7689942772289
80,100,0.2,"TT",16.7161043154695
100,100,0.2,"TT",19.8351914828894
90,110,0.2,"TT",20.7417862622486
80,120,0.2,"TT",17.5812220093884
100,120,0.2,"TT",20.54905856165
80,100,0.2,"TT",16.0239856332755
100,100,0.2,"TT",21.0689767751313
90,110,0.2,"TT",19.8619423213019
80,120,0.2,"TT",18.9792335604165
100,120,0.2,"TT",19.8970886488365
80,100,0.2,"TT",16.4962229807669
100,100,0.2,"TT",19.2238129368742
90,110,0.2,"TT",19.7794530507789
80,120,0.2,"TT",19.2878603648877
100,120,0.2,"TT",19.4479218591846
80,100,0.2,"TT",16.7522990134504
100,100,0.2,"TT",19.2750650991689
90,110,0.2,"TT",19.910172395036
80,120,0.2,"TT",18.5907981851238
100,120,0.2,"TT",20.2016010365841
80,100,0.2,"TT",18.3016410568978
100,100,0.2,"TT",18.2167197285422
90,110,0.2,"TT",18.5168931511572
80,120,0.2,"TT",20.1126361783184
100,120,0.2,"TT",20.1859976968194
80,100,0.2,"TT",14.7321850626489
100,100,0.2,"TT",20.0671024221972
90,110,0.2,"TT",20.2993608997119
80,120,0.2,"TT",20.9978262379035
100,120,0.2,"TT",20.5019404026349
80,100,0.2,"TT",16.6939132472963
100,100,0.2,"TT",19.634445563951
90,110,0.2,"TT",17.6477722920903
80,120,0.2,"TT",19.984699851848
100,120,0.2,"TT",18.5264901069399
80,100,0.2,"TT",16.3502298411667
100,100,0.2,"TT",19.87340227055
90,110,0.2,"TT",20.8471757205705
80,120,0.2,"TT",18.7165344308842
100,120,0.2,"TT",20.0803720822068
