"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.396,66,90,"TT",11.2992317694478
0.34,72,90,"TT",12.4051456265174
0.34,60,90,"TT",12.7070233843419
0.396,66,90,"TT",14.1217575898466
0.34,72,90,"TT",12.4421820729417
0.34,60,90,"TT",13.2988678811583
0.396,66,90,"TT",12.3864289085521
0.34,72,90,"TT",12.6403863972488
0.34,60,90,"TT",13.1995419011514
0.396,66,90,"TT",11.3974957377328
0.34,72,90,"TT",12.6385353723111
0.34,60,90,"TT",14.4901527196005
0.396,66,90,"TT",11.3783139138869
0.34,72,90,"TT",12.1301017344988
0.34,60,90,"TT",13.8038410996474
0.396,66,90,"TT",12.2769290866195
0.34,72,90,"TT",11.4016351115828
0.34,60,90,"TT",12.6855809826326
0.396,66,90,"TT",11.8911455690472
0.34,72,90,"TT",12.980405552281
0.34,60,90,"TT",12.850867555182
0.396,66,90,"TT",12.0905657885144
0.34,72,90,"TT",11.9883807175579
0.34,60,90,"TT",12.6771348902103
0.396,66,90,"TT",12.4476266949128
0.34,72,90,"TT",12.466884186396
0.34,60,90,"TT",12.7432351187323
0.396,66,90,"TT",10.6239763349034
0.34,72,90,"TT",13.5865898667393
0.34,60,90,"TT",12.3900213755543
0.396,66,90,"TT",11.1462183963496
0.34,72,90,"TT",12.9659636669719
0.34,60,90,"TT",13.9372079873428
0.396,66,90,"TT",11.3543269202733
0.34,72,90,"TT",10.9305601515992
0.34,60,90,"TT",14.8880489966759
0.396,66,90,"TT",10.7127111589578
0.34,72,90,"TT",12.5693642325375
0.34,60,90,"TT",13.7255740540188
0.396,66,90,"TT",11.2054087866507
0.34,72,90,"TT",12.6168095757711
0.34,60,90,"TT",12.3836913195487
0.396,66,90,"TT",8.72348102326409
0.34,72,90,"TT",12.6456691457374
0.34,60,90,"TT",11.6687010672405
0.396,66,90,"TT",11.5989334385509
0.34,72,90,"TT",11.8892370415103
0.34,60,90,"TT",13.3037305093975
0.396,66,90,"TT",11.4324726013311
0.34,72,90,"TT",11.2517715874052
0.34,60,90,"TT",14.3174083893157
0.396,66,90,"TT",12.364706645599
0.34,72,90,"TT",12.5711059126046
0.34,60,90,"TT",13.1313199737374
0.396,66,90,"TT",13.5402251467864
0.34,72,90,"TT",12.9192220797609
0.34,60,90,"TT",15.2009007046859
0.396,66,90,"TT",13.482019261365
0.34,72,90,"TT",9.79879536189226
0.34,60,90,"TT",14.1669298653921
0.396,66,90,"TT",11.6911780377976
0.34,72,90,"TT",12.6003245201835
0.34,60,90,"TT",13.7486084071423
0.396,66,90,"TT",11.677907386043
0.34,72,90,"TT",14.1709278272402
0.34,60,90,"TT",13.4816039592618
0.396,66,90,"TT",11.5387115593031
0.34,72,90,"TT",11.5920138784456
0.34,60,90,"TT",13.8141081140924
0.396,66,90,"TT",12.5182972670673
0.34,72,90,"TT",11.6042571007511
0.34,60,90,"TT",13.6887031361879
0.396,66,90,"TT",9.88042769032442
0.34,72,90,"TT",13.5506683374984
0.34,60,90,"TT",11.334457310065
0.396,66,90,"TT",12.6692859883522
0.34,72,90,"TT",13.2600298951833
0.34,60,90,"TT",13.8663967160215
0.396,66,90,"TT",13.1136629504739
0.34,72,90,"TT",12.6671689061506
0.34,60,90,"TT",15.428249298637
0.396,66,90,"TT",12.1866261652989
0.34,72,90,"TT",12.4474621475109
0.34,60,90,"TT",14.004141737382
0.396,66,90,"TT",12.0078009466873
0.34,72,90,"TT",12.10362054147
0.34,60,90,"TT",12.7221655759028
0.396,66,90,"TT",13.8784245808161
0.34,72,90,"TT",13.9576360898671
0.34,60,90,"TT",13.2918624287105
0.396,66,90,"TT",11.0045613388772
0.34,72,90,"TT",13.915950395203
0.34,60,90,"TT",12.3816546522919
0.396,66,90,"TT",12.6564187090438
0.34,72,90,"TT",12.7438429454447
0.34,60,90,"TT",13.9051217546829
0.396,66,90,"TT",11.6516663800451
0.34,72,90,"TT",12.2226746367317
0.34,60,90,"TT",13.9822878240295
0.396,66,90,"TT",15.0868602663222
0.34,72,90,"TT",13.2998132964829
0.34,60,90,"TT",13.2523397525006
0.396,66,90,"TT",9.50144882555173
0.34,72,90,"TT",11.7843685771246
0.34,60,90,"TT",12.6183105258897
0.396,66,90,"TT",11.7273758631761
0.34,72,90,"TT",12.9450840821433
0.34,60,90,"TT",13.5545542158147
0.396,66,90,"TT",13.3001308891296
0.34,72,90,"TT",10.9554639406919
0.34,60,90,"TT",12.1629087849197
0.396,66,90,"TT",12.6943860949956
0.34,72,90,"TT",13.7254018941403
0.34,60,90,"TT",15.6298525547361
0.396,66,90,"TT",12.563445939505
0.34,72,90,"TT",13.5380944715671
0.34,60,90,"TT",12.0132151537487
0.396,66,90,"TT",12.6453146088774
0.34,72,90,"TT",12.6740614300671
0.34,60,90,"TT",13.4119451214863
0.396,66,90,"TT",13.4231411572061
0.34,72,90,"TT",10.6579162398408
0.34,60,90,"TT",12.9844357214483
0.396,66,90,"TT",11.2984612701974
0.34,72,90,"TT",14.6388820291367
0.34,60,90,"TT",12.263986067722
0.396,66,90,"TT",11.978575649187
0.34,72,90,"TT",12.2122634982224
0.34,60,90,"TT",15.1862184012457
0.396,66,90,"TT",12.8384072383979
0.34,72,90,"TT",11.5965049452038
0.34,60,90,"TT",12.2846457294671
0.396,66,90,"TT",13.3037361868914
0.34,72,90,"TT",12.5589257834488
0.34,60,90,"TT",14.4027959228819
0.396,66,90,"TT",11.5185852514824
0.34,72,90,"TT",13.3147448812671
0.34,60,90,"TT",12.1068456346567
0.396,66,90,"TT",10.3699065072335
0.34,72,90,"TT",12.9461667685168
0.34,60,90,"TT",13.8581671973813
0.396,66,90,"TT",10.8879673744536
0.34,72,90,"TT",10.5112034314888
0.34,60,90,"TT",13.1760924702167
0.396,66,90,"TT",10.254729421658
0.34,72,90,"TT",13.6644937683376
0.34,60,90,"TT",14.2638270892925
0.396,66,90,"TT",13.4469046710818
0.34,72,90,"TT",12.4126860111223
0.34,60,90,"TT",11.8433188657517
0.396,66,90,"TT",11.7700744428426
0.34,72,90,"TT",9.93398565258124
0.34,60,90,"TT",12.263402883283
0.396,66,90,"TT",11.5511472880379
0.34,72,90,"TT",12.585556523075
0.34,60,90,"TT",12.5009434853245
0.396,66,90,"TT",11.6321912632661
0.34,72,90,"TT",13.9339493254069
0.34,60,90,"TT",14.6729970046045
0.396,66,90,"TT",10.6215994814511
0.34,72,90,"TT",11.332289450023
0.34,60,90,"TT",13.193318893355
0.396,66,90,"TT",14.9304520180755
0.34,72,90,"TT",12.3361793927655
0.34,60,90,"TT",14.7859468700114
0.396,66,90,"TT",12.2933267460607
0.34,72,90,"TT",13.563933568779
0.34,60,90,"TT",14.3887862008521
0.396,66,90,"TT",13.0557867209211
0.34,72,90,"TT",12.9486773389776
