"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.1,80,120,"TT",19.9516540676505
0.1,100,100,"TT",18.5558714170045
0.3,80,100,"TT",15.0327354187091
0.3,100,120,"TT",20.4531672465018
0.1,80,100,"TT",15.102100640711
0.1,100,120,"TT",20.1864803739036
0.3,80,120,"TT",18.3169288446066
0.3,100,100,"TT",18.8570268465903
0.1,80,120,"TT",19.7677175388779
0.1,100,100,"TT",19.3173710984405
0.3,80,100,"TT",16.2442397501988
0.3,100,120,"TT",19.9995226668597
0.1,80,100,"TT",16.2798905843437
0.1,100,120,"TT",19.9464572178688
0.3,80,120,"TT",18.9011704611012
0.3,100,100,"TT",19.321136389813
0.1,80,120,"TT",19.6505322208866
0.1,100,100,"TT",19.3444856492807
0.3,80,100,"TT",16.0856492534671
0.3,100,120,"TT",21.3159883383076
0.1,80,100,"TT",17.076943031717
0.1,100,120,"TT",19.9760203822775
0.3,80,120,"TT",17.5556645595323
0.3,100,100,"TT",21.1359967671553
0.1,80,120,"TT",19.581414858912
0.1,100,100,"TT",18.9317110656017
0.3,80,100,"TT",15.2346039554003
0.3,100,120,"TT",17.7183040231215
0.1,80,100,"TT",15.8226061462219
0.1,100,120,"TT",20.7509027152212
0.3,80,120,"TT",19.2662748508879
0.3,100,100,"TT",20.0551483856842
0.1,80,120,"TT",20.7669816441634
0.1,100,100,"TT",20.0407976495877
0.3,80,100,"TT",17.4052409227141
0.3,100,120,"TT",20.5598280560705
0.1,80,100,"TT",16.6022943934175
0.1,100,120,"TT",19.8989326785431
0.3,80,120,"TT",19.3057053621509
0.3,100,100,"TT",20.4263749515832
0.1,80,120,"TT",19.5979029627585
0.1,100,100,"TT",18.5480790167741
0.3,80,100,"TT",15.2965398701954
0.3,100,120,"TT",21.0844045033652
0.1,80,100,"TT",16.0608134420371
0.1,100,120,"TT",20.1548885803235
0.3,80,120,"TT",20.1071579947362
0.3,100,100,"TT",19.5992045916035
0.1,80,120,"TT",19.8798948728751
0.1,100,100,"TT",18.3991942084408
0.3,80,100,"TT",15.5088659913123
0.3,100,120,"TT",17.9916597072357
0.1,80,100,"TT",17.0856636650227
0.1,100,120,"TT",21.210535836808
0.3,80,120,"TT",18.7870455315501
0.3,100,100,"TT",19.6610782182907
0.1,80,120,"TT",17.1175519121455
0.1,100,100,"TT",19.0841288951495
0.3,80,100,"TT",18.8203607388467
0.3,100,120,"TT",20.2993353654376
0.1,80,100,"TT",15.3716989673684
0.1,100,120,"TT",19.6880899722392
0.3,80,120,"TT",20.1870776705644
0.3,100,100,"TT",17.7344095655367
0.1,80,120,"TT",17.1352751368691
0.1,100,100,"TT",20.8264897969746
0.3,80,100,"TT",14.8963064960797
