"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.3422916,66,90,"TT",12.1669492517748
0.3422916,66,90,"TT",11.7360932345203
0.3422916,66,90,"TT",10.7444157986286
0.3422916,66,90,"TT",12.2994917724344
0.3422916,66,90,"TT",13.5308898558375
0.3422916,66,90,"TT",12.0996190733897
0.3422916,66,90,"TT",11.6809258058137
0.3422916,66,90,"TT",12.2583558555763
0.3422916,66,90,"TT",11.4339100316548
0.3422916,66,90,"TT",12.6579408381464
0.3422916,66,90,"TT",12.1346121387188
0.3422916,66,90,"TT",12.397556500822
0.3422916,66,90,"TT",11.1504499825976
0.3422916,66,90,"TT",11.2459143358803
0.3422916,66,90,"TT",12.6985345389985
0.3422916,66,90,"TT",12.0093577685866
0.3422916,66,90,"TT",12.3026198078428
0.3422916,66,90,"TT",12.6882352934022
0.3422916,66,90,"TT",12.9956765457264
0.3422916,66,90,"TT",11.6674135656258
0.3422916,66,90,"TT",12.2212657564753
0.3422916,66,90,"TT",11.286606651586
0.3422916,66,90,"TT",11.1037405134741
0.3422916,66,90,"TT",11.8541432612796
0.3422916,66,90,"TT",10.7328982231004
0.3422916,66,90,"TT",11.798810352656
0.3422916,66,90,"TT",12.2112364474484
0.3422916,66,90,"TT",13.7842710196185
0.3422916,66,90,"TT",10.5925913138817
0.3422916,66,90,"TT",14.1479960477127
0.3422916,66,90,"TT",13.0814812569058
0.3422916,66,90,"TT",13.1795119764342
0.3422916,66,90,"TT",11.3898447169984
0.3422916,66,90,"TT",11.8663943004787
0.3422916,66,90,"TT",10.9570513699738
0.3422916,66,90,"TT",11.494353608704
0.3422916,66,90,"TT",14.2484499198599
0.3422916,66,90,"TT",13.2205632617996
0.3422916,66,90,"TT",12.4071800869992
0.3422916,66,90,"TT",11.3878869452916
0.3422916,66,90,"TT",11.2099969773309
0.3422916,66,90,"TT",11.3441572143701
0.3422916,66,90,"TT",12.5657414043338
0.3422916,66,90,"TT",10.4142477298066
0.3422916,66,90,"TT",12.4730834916448
0.3422916,66,90,"TT",14.7900230822543
0.3422916,66,90,"TT",12.2823336914413
0.3422916,66,90,"TT",13.4840673074946
0.3422916,66,90,"TT",12.2293618243441
0.3422916,66,90,"TT",12.2517056802575
0.3422916,66,90,"TT",12.7403251063929
0.3422916,66,90,"TT",11.7750095944588
0.3422916,66,90,"TT",12.4214514991319
0.3422916,66,90,"TT",12.3045855772804
0.3422916,66,90,"TT",12.1879545975355
0.3422916,66,90,"TT",12.5268091254738
0.3422916,66,90,"TT",12.9295116242558
0.3422916,66,90,"TT",12.702641503615
0.3422916,66,90,"TT",11.2831665238997
0.3422916,66,90,"TT",11.5714833449215
0.3422916,66,90,"TT",13.1158241467847
0.3422916,66,90,"TT",14.0174817886519
0.3422916,66,90,"TT",10.6942224234208
0.3422916,66,90,"TT",14.1559799963331
0.3422916,66,90,"TT",12.8507335135032
0.3422916,66,90,"TT",9.7596969220875
0.3422916,66,90,"TT",13.0011630806692
0.3422916,66,90,"TT",12.6970482672426
0.3422916,66,90,"TT",12.1738229471797
0.3422916,66,90,"TT",12.3522680183821
0.3422916,66,90,"TT",12.1367285448988
0.3422916,66,90,"TT",11.5481325566313
0.3422916,66,90,"TT",12.0400248826591
0.3422916,66,90,"TT",14.780019101752
0.3422916,66,90,"TT",11.1157043520029
0.3422916,66,90,"TT",13.1371427923045
0.3422916,66,90,"TT",13.9103490578347
0.3422916,66,90,"TT",11.5877889997223
0.3422916,66,90,"TT",11.3938713534459
0.3422916,66,90,"TT",12.3524979518639
0.3422916,66,90,"TT",11.2813733574151
0.3422916,66,90,"TT",11.8623831051447
0.3422916,66,90,"TT",14.7827680715836
0.3422916,66,90,"TT",12.5271858509111
0.3422916,66,90,"TT",12.1230620425699
0.3422916,66,90,"TT",12.8968617440256
0.3422916,66,90,"TT",12.9532501438331
0.3422916,66,90,"TT",11.878714826089
0.3422916,66,90,"TT",10.6620167651899
0.3422916,66,90,"TT",12.4521039448531
0.3422916,66,90,"TT",12.4413008559739
0.3422916,66,90,"TT",13.9982486984155
0.3422916,66,90,"TT",13.4980973175744
0.3422916,66,90,"TT",12.2684217667678
0.3422916,66,90,"TT",10.8729873746
0.3422916,66,90,"TT",12.3516183703883
0.3422916,66,90,"TT",11.631739886569
0.3422916,66,90,"TT",13.5140102830883
0.3422916,66,90,"TT",10.3848910606122
0.3422916,66,90,"TT",11.902481101852
