"Match.Score","Prev.Length","Tile.Size","Prev.Type","Browse.Time"
84,105,0.2,"TT",18.5954782819084
84,105,0.2,"TT",19.7262457262503
84,105,0.2,"TT",20.0679572582698
84,105,0.2,"TT",18.0040149229185
84,105,0.2,"TT",17.9913952678012
84,105,0.2,"TT",18.4043674179664
84,105,0.2,"TT",18.9551518783557
84,105,0.2,"TT",17.8291128974138
84,105,0.2,"TT",15.7387252358085
84,105,0.2,"TT",17.2764748154902
84,105,0.2,"TT",17.2385077420726
84,105,0.2,"TT",18.9894914651619
84,105,0.2,"TT",18.5025798232575
84,105,0.2,"TT",18.0920889516735
84,105,0.2,"TT",15.98094709806
84,105,0.2,"TT",16.694492587523
84,105,0.2,"TT",18.302175630232
84,105,0.2,"TT",16.5166952421467
84,105,0.2,"TT",19.9126228280685
84,105,0.2,"TT",18.5959626704061
84,105,0.2,"TT",18.9770213050996
84,105,0.2,"TT",19.7924294501019
84,105,0.2,"TT",17.5630223570935
84,105,0.2,"TT",18.9031922455652
84,105,0.2,"TT",18.9278511088876
84,105,0.2,"TT",18.9531887088127
84,105,0.2,"TT",18.594938661633
84,105,0.2,"TT",19.0944209657711
84,105,0.2,"TT",17.4186495042028
84,105,0.2,"TT",17.4819236857986
84,105,0.2,"TT",17.071000423001
84,105,0.2,"TT",18.7611756991267
84,105,0.2,"TT",15.9324147735884
84,105,0.2,"TT",17.588088532249
84,105,0.2,"TT",19.1972678032739
84,105,0.2,"TT",17.2954637093365
84,105,0.2,"TT",16.0747733364899
84,105,0.2,"TT",17.7083598029999
84,105,0.2,"TT",19.1519678776641
84,105,0.2,"TT",20.2587469931126
84,105,0.2,"TT",18.6728362764446
84,105,0.2,"TT",16.7002451331592
84,105,0.2,"TT",17.5573077673288
84,105,0.2,"TT",18.0886625453257
84,105,0.2,"TT",18.7655066667628
84,105,0.2,"TT",19.2166903026614
84,105,0.2,"TT",17.1961043417765
84,105,0.2,"TT",18.2380995046632
84,105,0.2,"TT",16.6330494997878
84,105,0.2,"TT",18.1797299833459
84,105,0.2,"TT",17.0313992848327
84,105,0.2,"TT",17.4765108968061
84,105,0.2,"TT",17.5631616777017
84,105,0.2,"TT",18.8988212423305
84,105,0.2,"TT",18.7376823513093
84,105,0.2,"TT",19.8986687782028
84,105,0.2,"TT",17.2884710064191
84,105,0.2,"TT",18.803638179846
84,105,0.2,"TT",19.2562305607702
84,105,0.2,"TT",18.3420899938575
84,105,0.2,"TT",18.0211625348772
84,105,0.2,"TT",17.6438447801047
84,105,0.2,"TT",17.5372362049486
84,105,0.2,"TT",17.193456487454
84,105,0.2,"TT",18.4926953474975
84,105,0.2,"TT",18.3748375294124
84,105,0.2,"TT",17.6504172324081
84,105,0.2,"TT",17.8763861878271
84,105,0.2,"TT",17.6156770923342
84,105,0.2,"TT",18.1733458984799
84,105,0.2,"TT",17.9181264558733
84,105,0.2,"TT",20.0219748366081
84,105,0.2,"TT",16.5567771108841
84,105,0.2,"TT",18.0121241241903
84,105,0.2,"TT",19.2632354267262
84,105,0.2,"TT",20.4544009914657
84,105,0.2,"TT",19.1143415600293
84,105,0.2,"TT",18.1823033050494
84,105,0.2,"TT",18.3160762967292
84,105,0.2,"TT",17.4104422846938
84,105,0.2,"TT",17.6949263628475
84,105,0.2,"TT",16.4397141198334
84,105,0.2,"TT",16.9566528034646
84,105,0.2,"TT",17.4650001288307
84,105,0.2,"TT",16.5287934087935
84,105,0.2,"TT",19.8013626636404
84,105,0.2,"TT",17.3516708220312
84,105,0.2,"TT",17.7377569865474
84,105,0.2,"TT",18.3818299045295
84,105,0.2,"TT",18.4385302034163
84,105,0.2,"TT",17.530674160188
84,105,0.2,"TT",16.3968366400896
84,105,0.2,"TT",18.4946809255554
84,105,0.2,"TT",18.2928862462004
84,105,0.2,"TT",17.5996971627135
84,105,0.2,"TT",16.7286500658268
84,105,0.2,"TT",19.4573666933813
84,105,0.2,"TT",18.6107793959683
84,105,0.2,"TT",18.4459670876948
84,105,0.2,"TT",17.7854970886905
