"Match.Score","Prev.Length","Tile.Size","Prev.Type","Browse.Time"
77,90,0.2,"TT",13.395541220565
57,90,0.2,"TT",13.2809195693116
67,70,0.2,"TT",10.9694468276295
67,110,0.2,"TT",16.096826076395
77,90,0.2,"TT",12.5917072716611
57,90,0.2,"TT",13.26881185155
67,70,0.2,"TT",9.80511059504296
67,110,0.2,"TT",18.1231057696707
77,90,0.2,"TT",12.6693907270041
57,90,0.2,"TT",12.6656154854623
67,70,0.2,"TT",12.0649618047445
67,110,0.2,"TT",17.1302761879886
77,90,0.2,"TT",12.0482215504897
57,90,0.2,"TT",13.8459735059422
67,70,0.2,"TT",10.2518150322308
67,110,0.2,"TT",17.9784821654929
77,90,0.2,"TT",12.7860289907839
57,90,0.2,"TT",15.5862163209978
67,70,0.2,"TT",11.1170299475396
67,110,0.2,"TT",17.8577222817931
77,90,0.2,"TT",12.8150456282498
57,90,0.2,"TT",15.5666881583581
67,70,0.2,"TT",11.495867276979
67,110,0.2,"TT",16.0640163472726
77,90,0.2,"TT",11.7082838431985
57,90,0.2,"TT",13.2908768074506
67,70,0.2,"TT",9.52596032625581
67,110,0.2,"TT",16.5897153442747
77,90,0.2,"TT",12.9329160266212
57,90,0.2,"TT",12.7390513125575
67,70,0.2,"TT",13.1745954454904
67,110,0.2,"TT",18.1828144500307
77,90,0.2,"TT",15.023516712118
57,90,0.2,"TT",14.0310489294626
67,70,0.2,"TT",10.7516722479054
67,110,0.2,"TT",16.8319380214986
77,90,0.2,"TT",13.1908913058177
57,90,0.2,"TT",14.3720653461959
67,70,0.2,"TT",10.9026279592511
67,110,0.2,"TT",17.6465811219695
77,90,0.2,"TT",14.7343103516386
57,90,0.2,"TT",14.2708427360554
67,70,0.2,"TT",11.3811626846904
67,110,0.2,"TT",17.7777203876514
77,90,0.2,"TT",14.2837666370388
57,90,0.2,"TT",12.2719873748326
67,70,0.2,"TT",10.7665126556651
67,110,0.2,"TT",17.5479844036344
77,90,0.2,"TT",12.9394397006322
57,90,0.2,"TT",14.3726434145399
67,70,0.2,"TT",11.3704218905005
67,110,0.2,"TT",17.7817264597245
77,90,0.2,"TT",13.735389756033
57,90,0.2,"TT",14.2792023059751
67,70,0.2,"TT",10.3384060384611
67,110,0.2,"TT",16.2697606230609
77,90,0.2,"TT",11.5751973677799
57,90,0.2,"TT",14.9458431566396
67,70,0.2,"TT",11.695379206111
