"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.34,60,80,"TT",15.617326532153
0.284,66,80,"TT",10.356656103452
0.34,66,80,"TT",10.1931475468055
0.34,60,80,"TT",11.264646210031
0.284,66,80,"TT",10.0273766867197
0.34,66,80,"TT",10.207703163847
0.34,60,80,"TT",11.2848093028685
0.284,66,80,"TT",9.02920529104086
0.34,66,80,"TT",12.317737953142
0.34,60,80,"TT",12.0383820168437
0.284,66,80,"TT",11.7665139388781
0.34,66,80,"TT",11.3104302972626
0.34,60,80,"TT",13.4989695475374
0.284,66,80,"TT",10.6846675461566
0.34,66,80,"TT",12.5586437444527
0.34,60,80,"TT",14.3064613297987
0.284,66,80,"TT",11.9948391663785
0.34,66,80,"TT",8.79845061183383
0.34,60,80,"TT",11.7862068269612
0.284,66,80,"TT",11.4806183716707
0.34,66,80,"TT",11.2346958180924
0.34,60,80,"TT",11.9118313634944
0.284,66,80,"TT",11.3350667086973
0.34,66,80,"TT",11.9869562600754
0.34,60,80,"TT",12.0855190446694
0.284,66,80,"TT",12.5834364365604
0.34,66,80,"TT",9.50159373410269
0.34,60,80,"TT",11.480804964124
0.284,66,80,"TT",9.89012287842287
0.34,66,80,"TT",10.7002907860223
0.34,60,80,"TT",11.7027180135696
0.284,66,80,"TT",12.034807728136
0.34,66,80,"TT",10.1516777574711
0.34,60,80,"TT",11.0450849326903
0.284,66,80,"TT",10.7654819398543
0.34,66,80,"TT",10.6024708905898
0.34,60,80,"TT",14.215825889306
0.284,66,80,"TT",10.3693211012471
0.34,66,80,"TT",9.86462153081592
0.34,60,80,"TT",11.5642268014441
0.284,66,80,"TT",11.5555023638377
0.34,66,80,"TT",10.1901043237425
0.34,60,80,"TT",13.2132201100936
0.284,66,80,"TT",12.1067109998069
0.34,66,80,"TT",10.2126257574313
0.34,60,80,"TT",12.2532155200421
0.284,66,80,"TT",12.1674442524133
0.34,66,80,"TT",10.8898949697391
0.34,60,80,"TT",14.6687893706608
0.284,66,80,"TT",10.2013258973418
0.34,66,80,"TT",10.3498262616774
0.34,60,80,"TT",12.4672746598903
0.284,66,80,"TT",10.0631911982688
0.34,66,80,"TT",11.0550591521082
0.34,60,80,"TT",11.7609669254065
0.284,66,80,"TT",9.88064904176773
0.34,66,80,"TT",9.50065259252056
0.34,60,80,"TT",10.6412841767652
0.284,66,80,"TT",11.4131055505926
0.34,66,80,"TT",10.0049870940221
0.34,60,80,"TT",11.5776351781517
0.284,66,80,"TT",12.6724337259097
0.34,66,80,"TT",12.0320558271824
0.34,60,80,"TT",12.3311148983712
0.284,66,80,"TT",9.50276497439798
0.34,66,80,"TT",12.8471308010229
0.34,60,80,"TT",12.4539426954168
0.284,66,80,"TT",12.4327405970462
0.34,66,80,"TT",11.5856048811705
0.34,60,80,"TT",12.8907995474288
0.284,66,80,"TT",10.5285745962214
0.34,66,80,"TT",9.46702960849449
0.34,60,80,"TT",13.6899124195286
0.284,66,80,"TT",11.4433538219066
0.34,66,80,"TT",10.561907743772
0.34,60,80,"TT",11.6442756896665
0.284,66,80,"TT",11.7254799052396
0.34,66,80,"TT",11.018680995791
0.34,60,80,"TT",12.7845216966184
0.284,66,80,"TT",11.2691148074207
0.34,66,80,"TT",12.5128172760048
0.34,60,80,"TT",10.648855734184
0.284,66,80,"TT",11.3607423584085
0.34,66,80,"TT",12.6585119312994
0.34,60,80,"TT",12.6038428502479
0.284,66,80,"TT",11.3213795417414
0.34,66,80,"TT",10.7923287258666
0.34,60,80,"TT",11.4706738395164
0.284,66,80,"TT",11.8102375848906
0.34,66,80,"TT",11.3772600671701
0.34,60,80,"TT",14.9113273067806
0.284,66,80,"TT",12.3203065802852
0.34,66,80,"TT",11.4193669466388
0.34,60,80,"TT",13.1083393686689
0.284,66,80,"TT",11.3640327993521
0.34,66,80,"TT",12.1310740648751
0.34,60,80,"TT",12.561225597991
0.284,66,80,"TT",9.27247652486346
0.34,66,80,"TT",11.913500257117
0.34,60,80,"TT",13.2307209362745
0.284,66,80,"TT",10.8548532028876
0.34,66,80,"TT",12.4697871394723
0.34,60,80,"TT",12.0415896173522
0.284,66,80,"TT",10.9078698956523
0.34,66,80,"TT",11.3517647249755
0.34,60,80,"TT",14.1619336249284
0.284,66,80,"TT",10.6483182249498
0.34,66,80,"TT",9.61243956946164
0.34,60,80,"TT",12.3604534317587
0.284,66,80,"TT",12.1946929328768
0.34,66,80,"TT",10.520522890023
0.34,60,80,"TT",11.9891989557653
0.284,66,80,"TT",12.3218090574462
0.34,66,80,"TT",12.1621657697533
0.34,60,80,"TT",11.2179132638197
0.284,66,80,"TT",10.575437398958
0.34,66,80,"TT",11.1547422317136
0.34,60,80,"TT",12.7668815409027
0.284,66,80,"TT",12.6515267745747
0.34,66,80,"TT",9.58043375830412
0.34,60,80,"TT",11.7787800658166
0.284,66,80,"TT",10.3403080763739
0.34,66,80,"TT",9.8101373424754
0.34,60,80,"TT",13.4981957119839
0.284,66,80,"TT",11.3195862149414
0.34,66,80,"TT",8.70507787054025
0.34,60,80,"TT",10.5905223501346
0.284,66,80,"TT",10.9313165550313
0.34,66,80,"TT",11.5446178437562
0.34,60,80,"TT",12.1488323001756
0.284,66,80,"TT",10.896325690481
0.34,66,80,"TT",11.1795318878057
0.34,60,80,"TT",12.9416833705833
0.284,66,80,"TT",10.4266623092939
0.34,66,80,"TT",12.5027391237481
0.34,60,80,"TT",12.8022052423689
0.284,66,80,"TT",10.7908644660674
0.34,66,80,"TT",11.4663316290387
0.34,60,80,"TT",12.0693276906866
0.284,66,80,"TT",10.6626570251101
0.34,66,80,"TT",11.4336723907474
0.34,60,80,"TT",12.990062538969
0.284,66,80,"TT",13.0869016925293
0.34,66,80,"TT",11.7541177543052
0.34,60,80,"TT",12.9517789861398
0.284,66,80,"TT",10.5967482909269
0.34,66,80,"TT",12.228572561236
0.34,60,80,"TT",11.9070015284456
0.284,66,80,"TT",9.45088645224566
0.34,66,80,"TT",10.03895105799
0.34,60,80,"TT",14.0716477511079
0.284,66,80,"TT",11.6169560535294
0.34,66,80,"TT",11.8224471867057
0.34,60,80,"TT",13.2834054734151
0.284,66,80,"TT",10.2254514898632
0.34,66,80,"TT",11.5929278321902
0.34,60,80,"TT",12.8872444353072
0.284,66,80,"TT",10.7920724368791
0.34,66,80,"TT",12.9288609164492
0.34,60,80,"TT",15.7861476031347
0.284,66,80,"TT",12.4464596557029
0.34,66,80,"TT",10.5149994164025
0.34,60,80,"TT",11.8590491328014
0.284,66,80,"TT",11.9163310964943
0.34,66,80,"TT",12.0837258973373
0.34,60,80,"TT",12.4401684164465
0.284,66,80,"TT",11.2186197163652
0.34,66,80,"TT",12.1834060372083
0.34,60,80,"TT",12.4317833283376
0.284,66,80,"TT",9.23371544409436
0.34,66,80,"TT",9.85004491689408
0.34,60,80,"TT",11.154076225615
0.284,66,80,"TT",10.688395106267
0.34,66,80,"TT",13.7624864728307
0.34,60,80,"TT",11.8447550542674
0.284,66,80,"TT",10.2944050335524
0.34,66,80,"TT",12.1897217211735
0.34,60,80,"TT",12.0289417184172
0.284,66,80,"TT",8.79755649738601
0.34,66,80,"TT",11.7914353838707
0.34,60,80,"TT",11.7079586524956
0.284,66,80,"TT",10.515520295595
0.34,66,80,"TT",9.90700915744134
0.34,60,80,"TT",13.9432654116575
0.284,66,80,"TT",10.051469653986
0.34,66,80,"TT",10.511847804914
0.34,60,80,"TT",13.6446559643314
0.284,66,80,"TT",12.3004813681363
0.34,66,80,"TT",12.2086926651403
0.34,60,80,"TT",13.7209250093912
0.284,66,80,"TT",10.2513975111134
0.34,66,80,"TT",12.154395065041
0.34,60,80,"TT",14.2623875379744
0.284,66,80,"TT",12.6346384986207
0.34,66,80,"TT",12.1865017876818
0.34,60,80,"TT",13.89912087495
0.284,66,80,"TT",9.1625694031874
0.34,66,80,"TT",12.2174503638721
0.34,60,80,"TT",11.8133972195851
0.284,66,80,"TT",12.0299485213309
0.34,66,80,"TT",10.954231230828
0.34,60,80,"TT",13.9009977892675
0.284,66,80,"TT",9.61510182716561
0.34,66,80,"TT",11.4828556949234
0.34,60,80,"TT",13.6273286805864
0.284,66,80,"TT",10.2433368960649
0.34,66,80,"TT",12.2459153729345
0.34,60,80,"TT",11.2541447096222
0.284,66,80,"TT",9.35502241040617
0.34,66,80,"TT",13.2676303748951
0.34,60,80,"TT",12.9232442167565
0.284,66,80,"TT",11.9219009361797
0.34,66,80,"TT",11.9682662704693
0.34,60,80,"TT",13.1113895029175
0.284,66,80,"TT",10.2306679852862
0.34,66,80,"TT",9.03136107987414
0.34,60,80,"TT",15.016696848785
0.284,66,80,"TT",11.3137863889583
0.34,66,80,"TT",12.8222903704861
0.34,60,80,"TT",12.4378797639416
0.284,66,80,"TT",11.1838894327994
0.34,66,80,"TT",10.9797406113291
0.34,60,80,"TT",12.690439209443
0.284,66,80,"TT",11.6446259696388
0.34,66,80,"TT",9.32076430322124
0.34,60,80,"TT",12.9581500144748
0.284,66,80,"TT",10.0732669853636
0.34,66,80,"TT",12.1097474074323
0.34,60,80,"TT",12.5173234435655
0.284,66,80,"TT",11.5233342191019
0.34,66,80,"TT",12.0158504643765
0.34,60,80,"TT",12.7069655603207
0.284,66,80,"TT",9.93922232379535
0.34,66,80,"TT",10.9499717051203
0.34,60,80,"TT",13.7716488490929
0.284,66,80,"TT",10.8174703052894
0.34,66,80,"TT",10.5237376452484
0.34,60,80,"TT",13.0533827064195
0.284,66,80,"TT",11.0104617951244
0.34,66,80,"TT",12.3281789149767
0.34,60,80,"TT",14.3030894695594
0.284,66,80,"TT",10.9421262196805
0.34,66,80,"TT",11.4173385990204
0.34,60,80,"TT",11.7578264776424
0.284,66,80,"TT",10.981051936778
0.34,66,80,"TT",12.5075425838601
0.34,60,80,"TT",12.3620285992718
0.284,66,80,"TT",11.4680612258923
0.34,66,80,"TT",11.0851658208101
0.34,60,80,"TT",12.0864508209862
0.284,66,80,"TT",12.2204160236425
0.34,66,80,"TT",11.9506659946847
0.34,60,80,"TT",11.2708130817896
0.284,66,80,"TT",12.0981898851534
0.34,66,80,"TT",8.85223009586527
0.34,60,80,"TT",13.7487448310294
0.284,66,80,"TT",11.1974173882254
0.34,66,80,"TT",10.231942034692
0.34,60,80,"TT",12.0897112733901
0.284,66,80,"TT",12.2520317259011
0.34,66,80,"TT",9.96246201547741
0.34,60,80,"TT",13.3243574342411
0.284,66,80,"TT",11.1573403347435
0.34,66,80,"TT",11.1215705682093
0.34,60,80,"TT",12.7687309756481
0.284,66,80,"TT",10.1233753906496
0.34,66,80,"TT",12.2091670926889
0.34,60,80,"TT",13.3750728292537
0.284,66,80,"TT",8.29762184680074
0.34,66,80,"TT",11.5297260224101
0.34,60,80,"TT",13.4160831248504
0.284,66,80,"TT",11.3871076140932
0.34,66,80,"TT",8.94991547399694
0.34,60,80,"TT",11.6965250106704
0.284,66,80,"TT",14.0356012019137
0.34,66,80,"TT",11.303797875929
0.34,60,80,"TT",13.2554016305069
0.284,66,80,"TT",11.8841114578166
0.34,66,80,"TT",9.11293245831856
0.34,60,80,"TT",11.8839128754137
0.284,66,80,"TT",13.4115044487059
0.34,66,80,"TT",9.6056236293088
0.34,60,80,"TT",13.764496750811
0.284,66,80,"TT",10.5998438021274
0.34,66,80,"TT",10.6817347380722
0.34,60,80,"TT",14.7386753385275
0.284,66,80,"TT",8.91092153316035
0.34,66,80,"TT",10.04351356173
0.34,60,80,"TT",12.2881265619852
0.284,66,80,"TT",11.0087932932695
0.34,66,80,"TT",10.8410132990861
0.34,60,80,"TT",12.5598872991294
0.284,66,80,"TT",10.7603089686155
0.34,66,80,"TT",8.66778344934287
0.34,60,80,"TT",13.9189952819875
0.284,66,80,"TT",12.1540588991128
0.34,66,80,"TT",13.2235323276298
0.34,60,80,"TT",12.68935901104
0.284,66,80,"TT",12.1437680284022
0.34,66,80,"TT",9.98046431810915
