"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.2355729,84,105,"TT",19.0580356098383
0.2355729,84,105,"TT",16.9787257787463
0.2355729,84,105,"TT",16.2318355284263
0.2355729,84,105,"TT",17.2896666440401
0.2355729,84,105,"TT",18.0259700470706
0.2355729,84,105,"TT",18.1217088185052
0.2355729,84,105,"TT",18.8208249742047
0.2355729,84,105,"TT",19.1182317195163
0.2355729,84,105,"TT",15.8598766324049
0.2355729,84,105,"TT",17.4700689399934
0.2355729,84,105,"TT",18.427793513822
0.2355729,84,105,"TT",19.2438201678467
0.2355729,84,105,"TT",17.3567743009607
0.2355729,84,105,"TT",18.0897140751276
0.2355729,84,105,"TT",17.6637406944621
0.2355729,84,105,"TT",19.7327874071038
0.2355729,84,105,"TT",19.0885081790869
0.2355729,84,105,"TT",18.2593515150351
0.2355729,84,105,"TT",18.7886415141088
0.2355729,84,105,"TT",17.5938177621892
0.2355729,84,105,"TT",20.1850792950754
0.2355729,84,105,"TT",17.1859303643994
0.2355729,84,105,"TT",18.0703373325341
0.2355729,84,105,"TT",17.1017127686153
0.2355729,84,105,"TT",15.4431329581972
0.2355729,84,105,"TT",18.0298464323875
0.2355729,84,105,"TT",19.182705823605
0.2355729,84,105,"TT",18.4390146056334
0.2355729,84,105,"TT",17.7164498352806
0.2355729,84,105,"TT",16.4698656068935
0.2355729,84,105,"TT",18.4361015997692
0.2355729,84,105,"TT",17.0919066620783
0.2355729,84,105,"TT",18.3456599711143
0.2355729,84,105,"TT",16.6366677573713
0.2355729,84,105,"TT",18.4347029143868
0.2355729,84,105,"TT",18.1497622981835
0.2355729,84,105,"TT",18.2096164348497
0.2355729,84,105,"TT",17.8723328693111
0.2355729,84,105,"TT",15.6380661955752
0.2355729,84,105,"TT",18.0111120065286
0.2355729,84,105,"TT",17.8804068506888
0.2355729,84,105,"TT",17.1931823470504
0.2355729,84,105,"TT",18.0015073384765
0.2355729,84,105,"TT",15.7061414108528
0.2355729,84,105,"TT",16.483980031382
0.2355729,84,105,"TT",17.6925479402772
0.2355729,84,105,"TT",18.1205363770249
0.2355729,84,105,"TT",18.8357450627265
0.2355729,84,105,"TT",18.0804465724696
0.2355729,84,105,"TT",18.156595765887
0.2355729,84,105,"TT",18.2413189028318
0.2355729,84,105,"TT",17.2706804582894
0.2355729,84,105,"TT",16.4798740123341
0.2355729,84,105,"TT",18.4371143435299
0.2355729,84,105,"TT",18.1359006878414
0.2355729,84,105,"TT",17.3412276073349
0.2355729,84,105,"TT",18.2348814697776
0.2355729,84,105,"TT",19.4782058671146
0.2355729,84,105,"TT",18.5311301478945
0.2355729,84,105,"TT",17.702653946056
0.2355729,84,105,"TT",17.9523413650693
0.2355729,84,105,"TT",20.1075310506861
0.2355729,84,105,"TT",17.6071239387034
0.2355729,84,105,"TT",18.9495945317517
0.2355729,84,105,"TT",18.6799825770536
0.2355729,84,105,"TT",18.9753617305568
0.2355729,84,105,"TT",17.6248977374613
0.2355729,84,105,"TT",18.9986052829637
0.2355729,84,105,"TT",18.8891832990508
0.2355729,84,105,"TT",18.1621818550664
0.2355729,84,105,"TT",19.1989167042552
0.2355729,84,105,"TT",17.3910729304022
0.2355729,84,105,"TT",17.7567512132721
0.2355729,84,105,"TT",18.1295719291901
0.2355729,84,105,"TT",16.6805733792233
0.2355729,84,105,"TT",18.4089620725271
0.2355729,84,105,"TT",16.8253716001018
0.2355729,84,105,"TT",17.8059241177228
0.2355729,84,105,"TT",17.4133739795043
0.2355729,84,105,"TT",18.0199041156261
0.2355729,84,105,"TT",17.1603674883341
0.2355729,84,105,"TT",17.477208707413
0.2355729,84,105,"TT",18.7730688425128
0.2355729,84,105,"TT",19.0827773467887
0.2355729,84,105,"TT",17.983635790012
0.2355729,84,105,"TT",17.5545994461557
0.2355729,84,105,"TT",18.1202884610152
0.2355729,84,105,"TT",15.8204533731304
0.2355729,84,105,"TT",17.7476992400357
0.2355729,84,105,"TT",17.5835279169266
0.2355729,84,105,"TT",19.0878087042692
0.2355729,84,105,"TT",18.3105886046472
0.2355729,84,105,"TT",18.3085878151285
0.2355729,84,105,"TT",19.1090945228132
0.2355729,84,105,"TT",18.4866395185456
0.2355729,84,105,"TT",18.1805864129013
0.2355729,84,105,"TT",17.6140753884168
0.2355729,84,105,"TT",17.7367772852062
0.2355729,84,105,"TT",17.3632351271996
0.2355729,84,105,"TT",17.8780611056333
